image_name,subfolder,stage,variant,threshold,superlevel,confidence,total_features,betti_0,betti_1,min_persistence,timestamp
ccdb4_512_gaussian_0.1_median_filter,MOUSEBIRN,baseline,denoised_gaussian_0.1_median_filter,0.21568627450980393,True,0.9,2,0,0,0.02,2025-10-13T16:41:13.876466
ccdb4_512_gaussian_0.1_bilateral_filter,MOUSEBIRN,baseline,denoised_gaussian_0.1_bilateral_filter,0.20392156862745098,True,0.9,2,0,0,0.02,2025-10-13T16:41:18.622004
ccdb4_512_gaussian_0.1_non_local_means,MOUSEBIRN,baseline,denoised_gaussian_0.1_non_local_means,0.17647058823529413,True,0.9,2,0,0,0.02,2025-10-13T16:41:24.701733
ccdb4_512_salt_pepper_0.05_median_filter,MOUSEBIRN,baseline,denoised_salt_pepper_0.05_median_filter,0.2196078431372549,True,0.9,2,0,0,0.02,2025-10-13T16:41:28.307165
ccdb4_512_salt_pepper_0.05_bilateral_filter,MOUSEBIRN,baseline,denoised_salt_pepper_0.05_bilateral_filter,0.4117647058823529,True,0.9,2,0,0,0.02,2025-10-13T16:41:33.428638
ccdb4_512_salt_pepper_0.05_non_local_means,MOUSEBIRN,baseline,denoised_salt_pepper_0.05_non_local_means,0.19215686274509805,True,0.9,2,0,0,0.02,2025-10-13T16:41:41.119737
ccdb4_512_salt_pepper_0.1_median_filter,MOUSEBIRN,baseline,denoised_salt_pepper_0.1_median_filter,0.2196078431372549,True,0.9,2,0,0,0.02,2025-10-13T16:41:45.597824
ccdb4_512_salt_pepper_0.1_bilateral_filter,MOUSEBIRN,baseline,denoised_salt_pepper_0.1_bilateral_filter,0.4588235294117647,True,0.9,2,0,0,0.04962085001170635,2025-10-13T16:41:50.635776
ccdb4_512_salt_pepper_0.1_non_local_means,MOUSEBIRN,baseline,denoised_salt_pepper_0.1_non_local_means,0.20784313725490197,True,0.9,2,0,0,0.02,2025-10-13T16:41:59.677746
ccdb6_512_clean,MOUSEBIRN,baseline,baseline,0.20784313725490197,True,0.9,2,0,0,0.02,2025-10-13T16:42:03.199539
ccdb6_512_gaussian_0.05,MOUSEBIRN,baseline,noised_gaussian_0.05,0.20784313725490197,True,0.9,2,0,0,0.02,2025-10-13T16:42:07.909175
ccdb6_512_gaussian_0.1,MOUSEBIRN,baseline,noised_gaussian_0.1,0.20784313725490197,True,0.9,2,0,0,0.02,2025-10-13T16:42:12.889985
ccdb6_512_salt_pepper_0.05,MOUSEBIRN,baseline,noised_salt_pepper_0.05,0.4196078431372549,True,0.9,2,0,0,0.0485339742153883,2025-10-13T16:42:18.040186
ccdb6_512_salt_pepper_0.1,MOUSEBIRN,baseline,noised_salt_pepper_0.1,0.48627450980392156,True,0.9,2,0,0,0.09953134506940842,2025-10-13T16:42:23.578665
ccdb6_512_gaussian_0.05_median_filter,MOUSEBIRN,baseline,denoised_gaussian_0.05_median_filter,0.20784313725490197,True,0.9,2,0,0,0.02,2025-10-13T16:42:29.244208
ccdb6_512_gaussian_0.05_bilateral_filter,MOUSEBIRN,baseline,denoised_gaussian_0.05_bilateral_filter,0.2,True,0.9,2,0,0,0.02,2025-10-13T16:42:32.296807
ccdb6_512_gaussian_0.05_non_local_means,MOUSEBIRN,baseline,denoised_gaussian_0.05_non_local_means,0.1568627450980392,True,0.9,2,0,0,0.02,2025-10-13T16:42:36.273765
ccdb6_512_gaussian_0.1_median_filter,MOUSEBIRN,baseline,denoised_gaussian_0.1_median_filter,0.20784313725490197,True,0.9,2,0,0,0.02,2025-10-13T16:42:38.822121
ccdb6_512_gaussian_0.1_bilateral_filter,MOUSEBIRN,baseline,denoised_gaussian_0.1_bilateral_filter,0.2,True,0.9,2,0,0,0.02,2025-10-13T16:42:41.845343
ccdb6_512_gaussian_0.1_non_local_means,MOUSEBIRN,baseline,denoised_gaussian_0.1_non_local_means,0.1568627450980392,True,0.9,2,0,0,0.02,2025-10-13T16:42:45.359067
ccdb6_512_salt_pepper_0.05_median_filter,MOUSEBIRN,baseline,denoised_salt_pepper_0.05_median_filter,0.21176470588235294,True,0.9,2,0,0,0.02,2025-10-13T16:42:47.637681
ccdb6_512_salt_pepper_0.05_bilateral_filter,MOUSEBIRN,baseline,denoised_salt_pepper_0.05_bilateral_filter,0.35294117647058826,True,0.9,2,0,0,0.02,2025-10-13T16:42:50.356309
ccdb6_512_salt_pepper_0.05_non_local_means,MOUSEBIRN,baseline,denoised_salt_pepper_0.05_non_local_means,0.17647058823529413,True,0.9,2,0,0,0.02,2025-10-13T16:42:54.177544
ccdb6_512_salt_pepper_0.1_median_filter,MOUSEBIRN,baseline,denoised_salt_pepper_0.1_median_filter,0.21176470588235294,True,0.9,2,0,0,0.02,2025-10-13T16:42:56.846985
ccdb6_512_salt_pepper_0.1_bilateral_filter,MOUSEBIRN,baseline,denoised_salt_pepper_0.1_bilateral_filter,0.42745098039215684,True,0.9,2,0,0,0.05193772539496422,2025-10-13T16:42:59.793362
ccdb6_512_salt_pepper_0.1_non_local_means,MOUSEBIRN,baseline,denoised_salt_pepper_0.1_non_local_means,0.19215686274509805,True,0.9,2,0,0,0.02,2025-10-13T16:43:04.085951
ccdb7_512_clean,MOUSEBIRN,baseline,baseline,0.20784313725490197,True,0.9,2,0,0,0.03190249018371105,2025-10-13T16:43:07.207371
ccdb7_512_gaussian_0.05,MOUSEBIRN,baseline,noised_gaussian_0.05,0.20392156862745098,True,0.9,2,0,0,0.032454125583171844,2025-10-13T16:43:12.592118
ccdb7_512_gaussian_0.1,MOUSEBIRN,baseline,noised_gaussian_0.1,0.20392156862745098,True,0.9,2,0,0,0.03242481406778097,2025-10-13T16:43:18.115123
ccdb7_512_salt_pepper_0.05,MOUSEBIRN,baseline,noised_salt_pepper_0.05,0.4235294117647059,True,0.9,2,0,0,0.0588152501732111,2025-10-13T16:43:23.541386
ccdb7_512_salt_pepper_0.1,MOUSEBIRN,baseline,noised_salt_pepper_0.1,0.4745098039215686,True,0.9,2,0,0,0.1043558120727539,2025-10-13T16:43:29.158114
ccdb7_512_gaussian_0.05_median_filter,MOUSEBIRN,baseline,denoised_gaussian_0.05_median_filter,0.21568627450980393,True,0.9,2,0,0,0.02,2025-10-13T16:43:34.869824
ccdb7_512_gaussian_0.05_bilateral_filter,MOUSEBIRN,baseline,denoised_gaussian_0.05_bilateral_filter,0.20784313725490197,True,0.9,2,0,0,0.02,2025-10-13T16:43:37.879755
ccdb7_512_gaussian_0.05_non_local_means,MOUSEBIRN,baseline,denoised_gaussian_0.05_non_local_means,0.1568627450980392,True,0.9,2,0,0,0.02,2025-10-13T16:43:41.357572
ccdb7_512_gaussian_0.1_median_filter,MOUSEBIRN,baseline,denoised_gaussian_0.1_median_filter,0.21568627450980393,True,0.9,2,0,0,0.02,2025-10-13T16:43:43.543431
ccdb7_512_gaussian_0.1_bilateral_filter,MOUSEBIRN,baseline,denoised_gaussian_0.1_bilateral_filter,0.20784313725490197,True,0.9,2,0,0,0.02,2025-10-13T16:43:46.537651
ccdb7_512_gaussian_0.1_non_local_means,MOUSEBIRN,baseline,denoised_gaussian_0.1_non_local_means,0.1568627450980392,True,0.9,2,0,0,0.02,2025-10-13T16:43:49.994930
ccdb7_512_salt_pepper_0.05_median_filter,MOUSEBIRN,baseline,denoised_salt_pepper_0.05_median_filter,0.21568627450980393,True,0.9,2,0,0,0.02,2025-10-13T16:43:52.395951
ccdb7_512_salt_pepper_0.05_bilateral_filter,MOUSEBIRN,baseline,denoised_salt_pepper_0.05_bilateral_filter,0.37254901960784315,True,0.9,2,0,0,0.02,2025-10-13T16:43:55.453461
ccdb7_512_salt_pepper_0.05_non_local_means,MOUSEBIRN,baseline,denoised_salt_pepper_0.05_non_local_means,0.17254901960784313,True,0.9,2,0,0,0.02,2025-10-13T16:43:59.332098
ccdb7_512_salt_pepper_0.1_median_filter,MOUSEBIRN,baseline,denoised_salt_pepper_0.1_median_filter,0.21568627450980393,True,0.9,2,0,0,0.02,2025-10-13T16:44:02.106851
ccdb7_512_salt_pepper_0.1_bilateral_filter,MOUSEBIRN,baseline,denoised_salt_pepper_0.1_bilateral_filter,0.43137254901960786,True,0.9,2,0,0,0.05581589788198471,2025-10-13T16:44:05.300294
ccdb7_512_salt_pepper_0.1_non_local_means,MOUSEBIRN,baseline,denoised_salt_pepper_0.1_non_local_means,0.1803921568627451,True,0.9,2,0,0,0.02,2025-10-13T16:44:09.565742
